,,goals,goals,goals,goals,goals,assists,assists,assists,assists,assists,gca,gca,gca,gca,gca,passes,passes,passes,passes,passes,aerials_won_pct,aerials_won_pct,aerials_won_pct,aerials_won_pct,aerials_won_pct,tackles,tackles,tackles,tackles,tackles
,,min,25%,50%,75%,max,min,25%,50%,75%,max,min,25%,50%,75%,max,min,25%,50%,75%,max,min,25%,50%,75%,max,min,25%,50%,75%,max
Napoli,DF,0.0,1.0,3.0,4.5,12.0,0.0,1.0,3.0,5.0,13.0,0.0,4.0,6.0,12.0,35.0,1227.0,2282.0,4271.0,6385.5,8384.0,162.4,181.65,234.8,244.35,251.3,58.0,81.0,107.0,158.0,266.0
Napoli,FW,1.0,14.0,22.5,34.5,41.0,4.0,5.0,7.0,15.75,26.0,6.0,11.5,19.5,34.25,51.0,619.0,1195.0,1776.5,2494.25,5692.0,76.4,111.375,140.10000000000002,160.85,219.3,9.0,29.0,45.5,66.25,80.0
Napoli,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.75,1.0,0.0,0.25,0.5,0.75,1.0,1606.0,1685.75,1765.5,1845.25,1925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Napoli,MF,0.0,1.5,4.0,10.75,21.0,0.0,2.5,4.0,9.25,21.0,4.0,8.0,13.5,23.5,50.0,846.0,1522.25,4045.5,5030.0,7445.0,50.0,116.07499999999999,169.4,209.975,253.1,11.0,36.25,106.0,184.5,239.0
Newcastle United,DF,1.0,1.5,2.0,4.0,7.0,0.0,1.0,2.0,4.0,13.0,1.0,3.5,6.0,6.0,17.0,1024.0,1776.5,2245.0,2751.5,3556.0,97.2,149.7,184.4,232.14999999999998,278.3,81.0,85.0,109.0,124.0,139.0
Newcastle United,FW,1.0,1.0,5.0,14.0,40.0,3.0,3.0,4.0,14.0,15.0,3.0,7.0,8.0,37.0,38.0,268.0,474.0,653.0,1512.0,2319.0,50.4,112.8,134.8,161.1,163.7,12.0,20.0,38.0,44.0,48.0
Newcastle United,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.75,1.0,979.0,1464.25,1949.5,2434.75,2920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Newcastle United,MF,0.0,3.0,8.0,8.75,14.0,0.0,1.25,3.0,6.0,21.0,0.0,4.75,8.0,14.75,30.0,709.0,1212.0,2085.5,2628.0,3575.0,37.3,119.9,162.85,177.04999999999998,241.5,19.0,63.75,100.0,137.25,211.0
Norwich City,DF,0.0,0.25,1.0,1.0,6.0,0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.5,3.25,7.0,609.0,898.0,1301.0,2184.0,3118.0,55.4,86.8,125.85,145.55,331.9,11.0,34.75,49.5,87.5,145.0
Norwich City,FW,1.0,6.0,11.0,16.0,20.0,2.0,2.0,3.0,4.0,13.0,4.0,5.0,5.0,12.0,26.0,335.0,775.0,1240.0,1260.0,1897.0,11.5,25.9,72.0,95.0,107.1,27.0,37.0,64.0,67.0,75.0
Norwich City,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2196.0,2196.0,2196.0,2196.0,2196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norwich City,MF,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.5,1.0,9.0,0.0,1.0,1.5,2.0,17.0,405.0,667.5,896.5,1494.75,4322.0,19.2,60.650000000000006,95.4,118.94999999999999,154.1,18.0,31.0,40.0,55.25,257.0
Nîmes,DF,0.0,0.75,1.5,3.5,5.0,0.0,0.0,0.5,1.25,3.0,0.0,1.75,2.5,3.0,4.0,558.0,1429.0,1902.5,2401.25,2939.0,50.0,103.67500000000001,150.2,166.04999999999998,179.0,17.0,55.0,85.5,101.25,124.0
Nîmes,FW,2.0,4.0,4.0,9.0,11.0,0.0,0.0,1.0,2.0,14.0,0.0,1.0,4.0,5.0,28.0,262.0,276.0,327.0,672.0,2189.0,32.6,51.5,52.8,91.1,101.1,10.0,14.0,18.0,20.0,64.0
Nîmes,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,3493.0,3493.0,3493.0,3493.0,3493.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0
Nîmes,MF,0.0,0.75,1.0,2.5,6.0,0.0,1.0,2.5,4.25,5.0,1.0,2.0,3.0,7.25,8.0,468.0,675.0,1081.5,1217.75,2229.0,20.0,38.800000000000004,75.15,105.9,167.8,33.0,38.5,58.0,92.0,157.0
Nürnberg,DF,0.0,0.0,0.0,0.75,2.0,0.0,0.0,0.0,1.5,2.0,0.0,0.25,1.0,2.5,4.0,576.0,784.25,1018.5,1389.25,1583.0,38.5,57.2,59.3,62.22500000000001,72.6,26.0,35.25,42.5,58.0,69.0
Nürnberg,FW,1.0,1.0,1.0,2.5,4.0,0.0,0.5,1.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,407.0,407.0,407.0,407.0,407.0,22.5,23.75,25.0,27.9,30.8,11.0,15.5,20.0,20.5,21.0
Nürnberg,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,896.0,896.0,896.0,896.0,896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nürnberg,MF,0.0,0.0,0.0,2.0,4.0,0.0,0.5,1.0,1.0,1.0,0.0,0.5,1.0,3.0,5.0,489.0,607.0,725.0,817.0,909.0,45.1,45.650000000000006,46.2,59.85,73.5,18.0,26.5,35.0,39.0,43.0
OGC Nice,DF,0.0,0.0,1.0,2.0,10.0,0.0,0.0,0.0,1.0,2.0,0.0,1.5,3.0,4.5,7.0,804.0,1398.0,1689.0,2750.0,5844.0,41.0,113.25,180.6,218.45,344.7,20.0,44.5,54.0,101.5,147.0
OGC Nice,FW,5.0,12.5,20.0,20.5,21.0,3.0,4.5,6.0,8.5,11.0,9.0,10.5,12.0,17.0,22.0,757.0,1148.0,1539.0,1605.5,1672.0,78.9,80.15,81.4,108.55,135.7,30.0,41.0,52.0,57.5,63.0
OGC Nice,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.0,3603.0,3603.0,3603.0,3603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OGC Nice,MF,0.0,1.0,3.0,5.0,9.0,0.0,1.0,2.0,5.0,10.0,1.0,5.0,6.0,9.0,19.0,448.0,1274.0,1435.0,2449.0,3807.0,29.4,75.9,159.0,168.4,184.5,24.0,58.0,80.0,116.0,177.0
Olympique Lyonnais,DF,0.0,1.0,4.5,6.25,18.0,0.0,1.0,4.5,7.75,13.0,0.0,3.0,8.0,19.25,29.0,1184.0,2853.25,5188.0,5865.75,9194.0,145.2,211.6,249.3,283.275,405.4,19.0,75.0,98.0,141.5,214.0
Olympique Lyonnais,FW,7.0,9.0,13.0,26.0,37.0,3.0,7.0,7.0,9.5,12.0,12.0,14.5,16.0,24.5,32.0,668.0,1099.5,1524.0,2308.0,2819.0,42.9,160.55,188.4,205.1,233.6,22.0,29.0,46.0,56.0,175.0
Olympique Lyonnais,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3583.0,3583.0,3583.0,3583.0,3583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olympique Lyonnais,MF,0.0,0.75,2.0,7.25,20.0,1.0,2.5,7.5,13.0,16.0,7.0,14.5,19.5,28.0,46.0,2241.0,2609.25,3787.5,4947.25,5260.0,128.9,136.17499999999998,169.75,203.65,211.9,130.0,136.0,139.5,160.0,217.0
Olympique de Marseille,DF,0.0,1.0,2.0,3.75,10.0,0.0,1.0,2.5,5.0,12.0,0.0,1.25,5.0,10.75,22.0,802.0,2001.0,3509.5,4197.5,4661.0,54.3,94.075,199.85000000000002,258.55,314.6,25.0,54.75,100.5,112.25,224.0
Olympique de Marseille,FW,18.0,21.0,24.0,31.0,38.0,4.0,4.0,4.0,10.0,16.0,15.0,17.0,19.0,23.0,27.0,979.0,1256.5,1534.0,2112.5,2691.0,81.3,131.45,181.6,186.8,192.0,27.0,39.0,51.0,65.0,79.0
Olympique de Marseille,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.25,1.5,1.75,2.0,3274.0,3330.25,3386.5,3442.75,3499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olympique de Marseille,MF,2.0,3.0,5.0,8.0,26.0,0.0,4.0,5.0,9.0,27.0,5.0,10.0,13.0,16.0,49.0,926.0,1533.0,1879.0,4732.0,5676.0,75.0,108.5,114.7,189.0,241.9,28.0,69.0,74.0,112.0,299.0
Paderborn 07,DF,0.0,1.0,1.0,1.0,2.0,0.0,0.25,1.5,2.0,3.0,0.0,1.0,1.5,2.75,5.0,634.0,806.75,838.5,1285.75,1768.0,38.1,51.175000000000004,54.95,57.525000000000006,62.0,24.0,30.25,39.5,60.0,78.0
Paderborn 07,FW,3.0,4.5,5.0,5.25,6.0,1.0,1.0,1.5,2.0,2.0,2.0,2.75,3.0,3.5,5.0,276.0,292.5,331.0,365.75,371.0,35.1,35.699999999999996,37.25,41.900000000000006,51.8,15.0,15.75,16.5,17.5,19.0
Paderborn 07,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1217.0,1217.0,1217.0,1217.0,1217.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Paderborn 07,MF,2.0,2.0,2.0,2.0,2.0,1.0,2.25,3.5,4.75,6.0,4.0,5.25,6.5,7.75,9.0,624.0,756.5,889.0,1021.5,1154.0,24.0,32.7,41.4,50.099999999999994,58.8,44.0,51.75,59.5,67.25,75.0
Paris Saint-Germain,DF,0.0,1.0,2.0,12.0,19.0,1.0,2.0,4.0,4.0,24.0,5.0,7.0,8.0,11.0,48.0,2092.0,2752.0,4793.0,5561.0,6552.0,108.9,173.3,238.6,246.2,288.0,55.0,99.0,126.0,134.0,181.0
Paris Saint-Germain,FW,5.0,20.25,30.5,51.75,92.0,6.0,13.5,20.5,30.25,47.0,16.0,29.75,46.0,72.75,113.0,892.0,2879.25,3394.0,4042.25,7060.0,70.0,136.97500000000002,166.45,206.2,284.0,24.0,47.5,58.5,74.25,163.0
Paris Saint-Germain,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1164.0,1506.0,1848.0,2811.0,3774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0
Paris Saint-Germain,MF,0.0,1.0,2.0,6.25,10.0,1.0,1.0,5.0,7.5,9.0,3.0,9.25,12.5,19.5,24.0,974.0,1826.0,3985.5,5592.25,6338.0,45.0,109.975,140.35,195.27499999999998,250.3,39.0,46.0,107.0,161.0,336.0
Parma,DF,0.0,0.0,0.0,0.5,5.0,0.0,0.0,1.0,1.25,4.0,0.0,1.0,1.5,4.0,6.0,416.0,747.5,1381.0,2281.5,3516.0,38.9,63.25000000000001,99.25,150.04999999999998,241.0,10.0,23.75,41.5,77.75,139.0
Parma,FW,0.0,1.5,6.0,14.5,23.0,0.0,1.0,3.0,5.0,8.0,0.0,4.0,8.0,12.5,27.0,267.0,501.5,717.0,1163.0,1591.0,18.2,34.8,48.3,107.2,183.8,6.0,24.5,30.0,34.0,41.0
Parma,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3785.0,3785.0,3785.0,3785.0,3785.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Parma,MF,0.0,1.0,2.0,4.0,14.0,1.0,3.0,4.0,6.0,6.0,1.0,6.0,8.0,10.0,17.0,549.0,1290.0,1369.0,1768.0,4304.0,40.0,67.9,81.8,111.1,215.6,44.0,45.0,93.0,110.0,155.0
RB Leipzig,DF,1.0,1.75,6.5,8.25,9.0,1.0,2.0,3.0,5.25,11.0,4.0,5.75,6.5,13.75,28.0,1078.0,2359.25,3658.5,4400.5,5129.0,62.5,186.55,201.5,229.625,267.5,36.0,110.0,123.5,145.75,173.0
RB Leipzig,FW,4.0,16.75,25.0,35.25,54.0,1.0,9.25,12.5,16.25,26.0,3.0,22.5,31.0,39.5,59.0,445.0,1450.0,1945.0,2354.5,3103.0,90.7,138.7,163.95,174.825,179.7,22.0,32.5,41.0,56.25,87.0
RB Leipzig,GK,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3995.0,3995.0,3995.0,3995.0,3995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RB Leipzig,MF,1.0,4.0,6.0,14.0,21.0,2.0,5.0,9.0,11.5,13.0,10.0,15.0,21.0,24.0,31.0,1688.0,2220.5,2442.0,3658.0,4425.0,135.7,156.55,178.2,206.0,215.5,59.0,89.5,117.0,129.5,192.0
RC Celta de Vigo,DF,0.0,0.0,0.5,2.75,4.0,0.0,0.25,1.5,4.5,8.0,0.0,3.25,4.0,9.25,17.0,887.0,1306.5,2844.0,4007.75,5755.0,64.0,121.27499999999999,168.0,224.625,332.9,34.0,58.0,101.0,146.75,247.0
RC Celta de Vigo,FW,4.0,17.5,31.0,43.5,56.0,1.0,7.5,14.0,19.0,24.0,5.0,15.0,25.0,42.0,59.0,901.0,1515.5,2130.0,3075.0,4020.0,10.0,65.95,121.9,144.15,166.4,21.0,40.0,59.0,71.0,83.0
RC Celta de Vigo,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651.0,712.0,773.0,1620.0,2467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RC Celta de Vigo,MF,0.0,0.0,2.5,7.0,17.0,0.0,0.75,2.5,7.5,15.0,0.0,2.0,4.5,18.5,40.0,721.0,1789.75,2751.0,3412.25,3831.0,20.0,108.82499999999999,117.5,171.325,347.1,20.0,92.25,122.0,138.0,175.0
RC Strasbourg Alsace,DF,0.0,1.0,1.5,2.75,10.0,0.0,1.0,2.5,10.25,12.0,1.0,3.25,8.5,14.25,23.0,994.0,2000.75,3234.0,4432.5,4686.0,139.7,173.09999999999997,186.95,200.75,275.9,33.0,70.0,109.0,214.25,258.0
RC Strasbourg Alsace,FW,4.0,10.0,16.5,26.75,42.0,2.0,5.0,5.0,6.5,14.0,4.0,8.25,14.5,23.0,28.0,532.0,671.75,1021.5,1432.75,2353.0,81.0,102.4,103.8,153.5,238.7,11.0,25.75,40.0,45.25,90.0
RC Strasbourg Alsace,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.75,1.0,755.0,1219.75,1684.5,2149.25,2614.0,0.0,25.0,50.0,75.0,100.0,0.0,0.0,0.0,0.0,0.0
RC Strasbourg Alsace,MF,2.0,3.0,4.0,6.5,24.0,2.0,2.0,4.0,5.5,12.0,6.0,6.5,10.0,16.0,32.0,499.0,1394.0,1906.0,2807.0,3935.0,45.0,101.75,122.8,259.05,410.2,24.0,52.5,109.0,143.0,207.0
RCD Espanyol de Barcelona,DF,0.0,0.25,1.0,3.75,5.0,0.0,0.25,1.0,2.0,5.0,0.0,1.0,2.5,3.75,18.0,596.0,1556.5,2162.0,2677.75,3215.0,29.0,124.67500000000001,151.35000000000002,203.17499999999998,274.4,1.0,45.5,66.0,80.0,144.0
RCD Espanyol de Barcelona,FW,2.0,2.0,4.5,11.75,26.0,1.0,1.0,1.5,2.25,3.0,2.0,3.5,5.0,7.25,11.0,394.0,484.75,556.5,727.0,1114.0,38.2,42.175,73.25,110.125,131.5,13.0,20.5,25.5,28.5,30.0
RCD Espanyol de Barcelona,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.75,1.0,627.0,1203.0,1779.0,2355.0,2931.0,0.0,0.0,0.0,0.0,0.0,1.0,1.25,1.5,1.75,2.0
RCD Espanyol de Barcelona,MF,0.0,0.25,3.5,5.5,8.0,1.0,1.25,3.5,5.0,12.0,2.0,4.75,7.5,12.0,19.0,465.0,1019.0,1489.5,2379.25,3125.0,52.6,89.35,111.15,129.775,217.1,13.0,34.75,78.5,110.0,204.0
RCD Mallorca,DF,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.5,5.0,0.0,0.0,1.0,2.0,10.0,450.0,612.5,862.0,1522.0,2436.0,30.4,50.349999999999994,124.0,129.25,200.7,16.0,26.5,35.0,56.5,88.0
RCD Mallorca,FW,1.0,4.5,6.0,7.0,24.0,0.0,1.0,3.0,3.5,8.0,1.0,2.5,3.0,9.0,21.0,285.0,312.5,480.0,950.5,1649.0,59.3,81.45,93.8,101.6,102.7,13.0,22.5,36.0,41.0,87.0
RCD Mallorca,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1705.0,1705.0,1705.0,1705.0,1705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RCD Mallorca,MF,0.0,0.5,2.0,4.5,6.0,0.0,0.0,3.0,5.0,6.0,1.0,1.0,5.0,8.5,24.0,523.0,946.5,1264.0,1525.5,2124.0,40.0,53.75,69.8,112.75,125.9,28.0,33.5,45.0,58.5,122.0
Racing Club de Lens,DF,0.0,0.0,1.5,3.0,5.0,0.0,0.25,1.5,3.5,13.0,0.0,2.5,4.0,4.0,22.0,707.0,849.75,1502.5,2518.25,3654.0,40.0,105.22500000000001,135.15,173.62499999999997,241.7,33.0,42.5,62.0,85.0,169.0
Racing Club de Lens,FW,1.0,7.0,10.5,11.75,15.0,1.0,1.25,2.5,3.0,7.0,5.0,7.75,11.0,12.75,16.0,347.0,468.25,744.5,1099.5,1465.0,80.3,93.825,112.35,134.39999999999998,156.4,8.0,19.5,22.5,40.5,47.0
Racing Club de Lens,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492.0,1492.0,1492.0,1492.0,1492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Racing Club de Lens,MF,2.0,2.0,7.0,13.0,16.0,0.0,3.0,7.5,11.75,14.0,4.0,8.5,15.5,23.75,32.0,1666.0,2111.5,2484.5,3121.75,4360.0,102.0,112.725,133.6,152.72500000000002,158.2,80.0,87.5,101.0,115.25,125.0
Rayo Vallecano,DF,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.5,1.0,2.0,7.0,343.0,601.5,821.0,961.5,1289.0,45.5,47.3,57.6,74.1,165.7,10.0,22.0,35.0,46.5,54.0
Rayo Vallecano,FW,1.0,2.0,5.5,13.5,20.0,0.0,2.25,3.0,3.75,7.0,3.0,5.5,7.0,7.75,20.0,477.0,697.25,852.5,1450.25,1694.0,44.5,56.975,93.9,123.32499999999999,199.8,29.0,30.0,40.0,55.25,113.0
Rayo Vallecano,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,696.75,861.5,1026.25,1191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rayo Vallecano,MF,0.0,2.25,3.0,3.75,4.0,0.0,0.0,1.5,3.75,12.0,0.0,0.75,5.0,7.75,16.0,516.0,790.75,1099.0,1667.5,2921.0,43.2,62.650000000000006,80.65,85.67500000000001,123.9,13.0,27.0,64.0,84.5,101.0
Real Betis Balompié,DF,0.0,0.5,2.0,3.0,7.0,0.0,1.0,2.0,3.0,9.0,1.0,2.5,4.0,7.0,21.0,938.0,1951.5,2876.0,3855.0,5146.0,20.0,143.55,171.8,223.3,270.4,25.0,55.0,80.0,146.0,185.0
Real Betis Balompié,FW,2.0,16.0,19.0,22.0,34.0,2.0,3.0,10.0,11.0,17.0,4.0,11.0,17.0,24.0,46.0,801.0,1150.0,1955.0,2911.0,6684.0,84.0,128.9,148.7,166.1,201.1,20.0,36.0,55.0,71.0,112.0
Real Betis Balompié,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1004.0,1453.5,1903.0,2300.5,2698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real Betis Balompié,MF,0.0,0.5,2.0,3.5,25.0,0.0,2.5,5.0,7.0,20.0,0.0,5.5,9.0,15.0,51.0,402.0,1105.0,2751.0,4027.0,4125.0,73.0,96.75,162.3,174.65,250.8,18.0,35.0,103.0,126.5,175.0
Real Madrid CF,DF,1.0,2.0,5.0,5.5,7.0,0.0,2.5,7.0,9.0,11.0,1.0,9.0,18.0,20.5,22.0,968.0,3020.0,5335.0,6394.0,7964.0,161.8,184.60000000000002,200.4,249.10000000000002,342.8,29.0,96.5,121.0,153.0,286.0
Real Madrid CF,FW,3.0,11.75,19.0,22.5,78.0,1.0,7.0,7.5,12.0,30.0,4.0,18.25,23.0,35.5,58.0,260.0,1138.25,2036.0,2724.25,4440.0,83.7,110.1,171.2,224.77500000000003,328.4,3.0,25.0,33.0,42.5,101.0
Real Madrid CF,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3812.0,3812.0,3812.0,3812.0,3812.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
Real Madrid CF,MF,5.0,5.0,8.0,11.0,13.0,6.0,7.0,10.0,20.0,21.0,12.0,16.0,24.0,31.0,43.0,2718.0,2802.0,6536.0,6812.0,7855.0,155.2,156.1,190.1,231.4,253.7,59.0,95.0,125.0,167.0,339.0
Real Sociedad,DF,0.0,0.0,1.0,1.0,5.0,0.0,2.0,3.0,4.0,4.0,0.0,6.0,8.0,8.0,14.0,1212.0,2531.0,3521.0,4083.0,4593.0,60.4,188.8,223.0,252.2,309.3,17.0,94.0,109.0,127.0,152.0
Real Sociedad,FW,5.0,6.75,10.0,20.75,30.0,1.0,3.25,4.5,9.5,13.0,7.0,10.0,13.5,24.5,29.0,712.0,814.75,925.5,1744.25,2240.0,111.2,114.32499999999999,123.95,127.57499999999999,179.3,25.0,27.25,36.5,64.5,99.0
Real Sociedad,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,820.0,1703.5,2587.0,2823.0,3059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real Sociedad,MF,0.0,1.0,1.5,12.5,40.0,0.0,1.0,2.5,12.25,24.0,0.0,2.75,4.0,34.0,54.0,577.0,1441.0,2344.0,3889.0,5093.0,67.4,129.9,154.64999999999998,219.32500000000002,239.1,23.0,53.25,85.5,95.5,230.0
Roma,DF,0.0,1.5,3.0,6.5,14.0,0.0,1.5,3.0,4.0,8.0,1.0,4.0,8.0,10.5,13.0,519.0,1410.5,2394.0,2870.5,6019.0,43.2,105.25,182.9,247.39999999999998,302.8,21.0,37.0,58.0,85.5,202.0
Roma,FW,9.0,10.0,11.0,21.0,27.0,3.0,4.0,4.0,7.0,7.0,4.0,10.0,20.0,21.0,24.0,618.0,747.0,960.0,1336.0,1362.0,77.9,78.8,100.0,100.8,146.7,26.0,30.0,33.0,45.0,65.0
Roma,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,2.0,932.0,1455.75,1979.5,2503.25,3027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roma,MF,0.0,1.75,5.5,18.25,30.0,1.0,1.0,8.0,12.5,23.0,4.0,4.75,17.5,29.5,44.0,924.0,1309.5,2761.0,4415.75,5779.0,41.1,111.24999999999999,151.9,207.6,260.0,15.0,49.5,106.5,152.75,168.0
SC Freiburg,DF,0.0,1.0,3.5,5.75,10.0,0.0,0.0,1.5,4.75,20.0,0.0,2.75,4.0,9.5,36.0,1674.0,2058.0,3524.0,4155.25,5668.0,151.8,204.0,231.95,264.45000000000005,285.0,66.0,93.5,104.0,119.75,147.0
SC Freiburg,FW,5.0,6.5,13.5,22.5,30.0,0.0,3.75,6.0,7.0,7.0,4.0,10.75,13.5,18.25,31.0,321.0,637.5,1023.5,1486.25,2033.0,58.0,68.42500000000001,106.95,153.325,187.3,12.0,21.0,43.5,74.5,109.0
SC Freiburg,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1289.0,1289.0,1289.0,1289.0,1289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SC Freiburg,MF,0.0,2.0,4.0,6.5,24.0,0.0,1.0,4.0,4.5,29.0,0.0,3.5,12.0,15.0,49.0,434.0,721.0,1158.0,3904.0,4836.0,84.6,131.1,173.3,207.25,297.9,22.0,39.5,56.0,161.0,295.0
SPAL,DF,0.0,0.0,1.0,1.5,3.0,0.0,0.5,1.0,2.0,4.0,1.0,2.0,3.0,4.5,7.0,870.0,1019.5,1324.0,1997.0,2997.0,21.7,116.3,121.3,122.55,131.8,18.0,33.5,51.0,65.0,144.0
SPAL,FW,4.0,4.25,4.5,4.75,5.0,0.0,0.25,0.5,0.75,1.0,4.0,4.25,4.5,4.75,5.0,498.0,514.25,530.5,546.75,563.0,42.4,51.224999999999994,60.05,68.875,77.7,11.0,12.75,14.5,16.25,18.0
SPAL,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.75,1.0,594.0,785.5,977.0,1168.5,1360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.75,1.0
SPAL,MF,0.0,0.0,1.0,2.0,5.0,0.0,1.0,2.0,4.0,4.0,3.0,5.0,6.0,8.0,10.0,924.0,1123.0,1371.0,1452.0,2996.0,20.0,100.8,113.8,123.8,172.9,49.0,61.0,71.0,86.0,105.0
Sampdoria,DF,0.0,1.0,1.5,2.0,3.0,1.0,1.0,3.5,5.0,5.0,2.0,2.75,6.0,8.75,11.0,1207.0,1410.75,3361.5,3811.25,5125.0,128.6,188.89999999999998,217.2,251.325,328.1,72.0,74.5,89.5,154.25,219.0
Sampdoria,FW,2.0,6.5,15.5,30.0,51.0,2.0,2.75,4.5,8.0,14.0,4.0,9.25,16.5,25.25,35.0,248.0,503.75,1012.5,1650.25,2293.0,79.6,85.9,112.2,139.175,147.5,14.0,17.0,26.0,35.0,38.0
Sampdoria,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.75,1.0,0.0,0.25,0.5,0.75,1.0,353.0,1278.75,2204.5,3130.25,4056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sampdoria,MF,0.0,1.75,4.5,7.25,17.0,3.0,3.75,4.5,6.25,20.0,8.0,9.5,11.0,16.75,37.0,977.0,1876.75,2382.0,3435.5,4295.0,65.4,109.35,142.45,194.22499999999997,233.1,47.0,64.25,122.0,158.0,208.0
